x,suppression_factor
5.700000000000000000e+02,3.007894129777686596e+08
5.710000000000000000e+02,3.117085223605309129e+08
5.720000000000000000e+02,3.230240118835793734e+08
5.730000000000000000e+02,3.347502707438813448e+08
5.740000000000000000e+02,3.469022104879572392e+08
5.750000000000000000e+02,3.594952839739582539e+08
5.760000000000000000e+02,3.725455050220944285e+08
5.770000000000000000e+02,3.860694687784037590e+08
5.780000000000000000e+02,4.000843728177562356e+08
5.790000000000000000e+02,4.146080390129295588e+08
5.800000000000000000e+02,4.296589361975646615e+08
5.810000000000000000e+02,4.452562036518208981e+08
5.820000000000000000e+02,4.614196754405956864e+08
5.830000000000000000e+02,4.781699056352587342e+08
5.840000000000000000e+02,4.955281944509732127e+08
5.850000000000000000e+02,5.135166153328400850e+08
5.860000000000000000e+02,5.321580430253123641e+08
5.870000000000000000e+02,5.514761826605688334e+08
5.880000000000000000e+02,5.714955999028419256e+08
5.890000000000000000e+02,5.922417521870294809e+08
5.900000000000000000e+02,6.137410210913136005e+08
5.910000000000000000e+02,6.360207458849576712e+08
5.920000000000000000e+02,6.591092582939354181e+08
5.930000000000000000e+02,6.830359185286074877e+08
5.940000000000000000e+02,7.078311526192561388e+08
5.950000000000000000e+02,7.335264911069545746e+08
5.960000000000000000e+02,7.601546091389765739e+08
5.970000000000000000e+02,7.877493680197268724e+08
5.980000000000000000e+02,8.163458582700339556e+08
5.990000000000000000e+02,8.459804442495610714e+08
6.000000000000000000e+02,8.766908103990771770e+08
6.010000000000000000e+02,9.085160091613912582e+08
6.020000000000000000e+02,9.414965106418913603e+08
6.030000000000000000e+02,9.756742540718331337e+08
6.040000000000000000e+02,1.011092701139825702e+09
6.050000000000000000e+02,1.047796891259329200e+09
6.060000000000000000e+02,1.085833498842447042e+09
6.070000000000000000e+02,1.125250892652843475e+09
6.080000000000000000e+02,1.166099197313259125e+09
6.090000000000000000e+02,1.208430357045845509e+09
6.100000000000000000e+02,1.252298201726367950e+09
6.110000000000000000e+02,1.297758515336275578e+09
6.120000000000000000e+02,1.344869106899684668e+09
6.130000000000000000e+02,1.393689883995483398e+09
6.140000000000000000e+02,1.444282928938033581e+09
6.150000000000000000e+02,1.496712577723350048e+09
6.160000000000000000e+02,1.551045501841143370e+09
6.170000000000000000e+02,1.607350793056763887e+09
6.180000000000000000e+02,1.665700051270857811e+09
6.190000000000000000e+02,1.726167475568461895e+09
6.200000000000000000e+02,1.788829958573316574e+09
6.210000000000000000e+02,1.853767184227385759e+09
6.220000000000000000e+02,1.921061729119915009e+09
6.230000000000000000e+02,1.990799167494894505e+09
6.240000000000000000e+02,2.063068180070446491e+09
6.250000000000000000e+02,2.137960666808520794e+09
6.260000000000000000e+02,2.215571863778303623e+09
6.270000000000000000e+02,2.296000464261939526e+09
6.280000000000000000e+02,2.379348744256580353e+09
6.290000000000000000e+02,2.465722692532340050e+09
6.300000000000000000e+02,2.555232145411556244e+09
6.310000000000000000e+02,2.647990926440736294e+09
6.320000000000000000e+02,2.744116991132812977e+09
6.330000000000000000e+02,2.843732576963755131e+09
6.340000000000000000e+02,2.946964358814284801e+09
6.350000000000000000e+02,3.053943610054366589e+09
6.360000000000000000e+02,3.164806369475296021e+09
6.370000000000000000e+02,3.279693614281688213e+09
6.380000000000000000e+02,3.398751439363330841e+09
6.390000000000000000e+02,3.522131243074868679e+09
6.400000000000000000e+02,3.649989919759584427e+09
6.410000000000000000e+02,3.782490059262073040e+09
6.420000000000000000e+02,3.919800153683529377e+09
6.430000000000000000e+02,4.062094811642567635e+09
6.440000000000000000e+02,4.209554980314032078e+09
6.450000000000000000e+02,4.362368175528141975e+09
6.460000000000000000e+02,4.520728720222596169e+09
6.470000000000000000e+02,4.684837991550839424e+09
6.480000000000000000e+02,4.854904676960736275e+09
6.490000000000000000e+02,5.031145039569283485e+09
6.500000000000000000e+02,5.213783193170829773e+09
6.510000000000000000e+02,5.403051387228500366e+09
6.520000000000000000e+02,5.599190302211253166e+09
6.530000000000000000e+02,5.802449355652101517e+09
6.540000000000000000e+02,6.013087019316720009e+09
6.550000000000000000e+02,6.231371147885750771e+09
6.560000000000000000e+02,6.457579319568767548e+09
6.570000000000000000e+02,6.691999189083045006e+09
6.580000000000000000e+02,6.934928853445987701e+09
6.590000000000000000e+02,7.186677231046377182e+09
6.600000000000000000e+02,7.447564454476474762e+09
6.610000000000000000e+02,7.717922277624529839e+09
6.620000000000000000e+02,7.998094497545345306e+09
6.630000000000000000e+02,8.288437391645401001e+09
6.640000000000000000e+02,8.589320170738441467e+09
6.650000000000000000e+02,8.901125448547670364e+09
6.660000000000000000e+02,9.224249728251590729e+09
6.670000000000000000e+02,9.559103906692167282e+09
6.680000000000000000e+02,9.906113796886539459e+09
6.690000000000000000e+02,1.026572066950668907e+10
6.700000000000000000e+02,1.063838181401560974e+10
6.710000000000000000e+02,1.102457112017360497e+10
6.720000000000000000e+02,1.142477968065411758e+10
6.730000000000000000e+02,1.183951641553543472e+10
6.740000000000000000e+02,1.226930871946237755e+10
6.750000000000000000e+02,1.271470313230093765e+10
6.760000000000000000e+02,1.317626603413870621e+10
6.770000000000000000e+02,1.365458436551482964e+10
6.780000000000000000e+02,1.415026637379544258e+10
6.790000000000000000e+02,1.466394238664364243e+10
6.800000000000000000e+02,1.519626561356756401e+10
6.810000000000000000e+02,1.574791297656589508e+10
6.820000000000000000e+02,1.631958597092708206e+10
6.830000000000000000e+02,1.691201155727680779e+10
6.840000000000000000e+02,1.752594308600817108e+10
6.850000000000000000e+02,1.816216125527008820e+10
6.860000000000000000e+02,1.882147510373206711e+10
6.870000000000000000e+02,1.950472303938793945e+10
6.880000000000000000e+02,2.021277390570660400e+10
6.890000000000000000e+02,2.094652808648574448e+10
6.900000000000000000e+02,2.170691865081338120e+10
6.910000000000000000e+02,2.249491253959323120e+10
6.920000000000000000e+02,2.331151179514279175e+10
6.930000000000000000e+02,2.415775483542762756e+10
6.940000000000000000e+02,2.503471777455233383e+10
6.950000000000000000e+02,2.594351579118732834e+10
6.960000000000000000e+02,2.688530454667155838e+10
6.970000000000000000e+02,2.786128165459452438e+10
6.980000000000000000e+02,2.887268820372637558e+10
6.990000000000000000e+02,2.992081033623255920e+10
7.000000000000000000e+02,3.100698088318028641e+10
7.010000000000000000e+02,3.213258105941606140e+10
7.020000000000000000e+02,3.329904221997010803e+10
7.030000000000000000e+02,3.450784768022075653e+10
7.040000000000000000e+02,3.576053460213366699e+10
7.050000000000000000e+02,3.705869594897434998e+10
7.060000000000000000e+02,3.840398251097974396e+10
7.070000000000000000e+02,3.979810500456473541e+10
7.080000000000000000e+02,4.124283624773312378e+10
7.090000000000000000e+02,4.274001341445916748e+10
7.100000000000000000e+02,4.429154037090684509e+10
7.110000000000000000e+02,4.589939009645721436e+10
7.120000000000000000e+02,4.756560719262293243e+10
7.130000000000000000e+02,4.929231048304003143e+10
7.140000000000000000e+02,5.108169570784358215e+10
7.150000000000000000e+02,5.293603831585307312e+10
7.160000000000000000e+02,5.485769635811865997e+10
7.170000000000000000e+02,5.684911348650730896e+10
7.180000000000000000e+02,5.891282206114246368e+10
7.190000000000000000e+02,6.105144637064835358e+10
7.200000000000000000e+02,6.326770596929425812e+10
7.210000000000000000e+02,6.556441913528220367e+10
7.220000000000000000e+02,6.794450645457586670e+10
7.230000000000000000e+02,7.041099453482792664e+10
7.240000000000000000e+02,7.296701985412884521e+10
7.250000000000000000e+02,7.561583274947113037e+10
7.260000000000000000e+02,7.836080155000114441e+10
7.270000000000000000e+02,8.120541686031425476e+10
7.280000000000000000e+02,8.415329599924041748e+10
7.290000000000000000e+02,8.720818759976455688e+10
7.300000000000000000e+02,9.037397637593136597e+10
7.310000000000000000e+02,9.365468806279615784e+10
7.320000000000000000e+02,9.705449453570391846e+10
7.330000000000000000e+02,1.005777191154059601e+11
7.340000000000000000e+02,1.042288420657612762e+11
7.350000000000000000e+02,1.080125062910127869e+11
7.360000000000000000e+02,1.119335232398839569e+11
7.370000000000000000e+02,1.159968790240039062e+11
7.380000000000000000e+02,1.202077407584409332e+11
7.390000000000000000e+02,1.245714631324078522e+11
7.400000000000000000e+02,1.290935952184948578e+11
7.410000000000000000e+02,1.337798875290883331e+11
7.420000000000000000e+02,1.386362993289498901e+11
7.430000000000000000e+02,1.436690062132536926e+11
7.440000000000000000e+02,1.488844079607197571e+11
7.450000000000000000e+02,1.542891366718288879e+11
7.460000000000000000e+02,1.598900652024688721e+11
7.470000000000000000e+02,1.656943159037365723e+11
7.480000000000000000e+02,1.717092696790098877e+11
7.490000000000000000e+02,1.779425753698074341e+11
7.500000000000000000e+02,1.844021594823714905e+11
7.510000000000000000e+02,1.910962362673432617e+11
7.520000000000000000e+02,1.980333181653485718e+11
7.530000000000000000e+02,2.052222266317780151e+11
7.540000000000000000e+02,2.126721033545255127e+11
7.550000000000000000e+02,2.203924218789534302e+11
7.560000000000000000e+02,2.283929996548650208e+11
7.570000000000000000e+02,2.366840105208058167e+11
7.580000000000000000e+02,2.452759976415695801e+11
7.590000000000000000e+02,2.541798869153620911e+11
7.600000000000000000e+02,2.634070008676717224e+11
7.610000000000000000e+02,2.729690730495170898e+11
7.620000000000000000e+02,2.828782629583816528e+11
7.630000000000000000e+02,2.931471715008098755e+11
7.640000000000000000e+02,3.037888570163314209e+11
7.650000000000000000e+02,3.148168518830885010e+11
7.660000000000000000e+02,3.262451797262874756e+11
7.670000000000000000e+02,3.380883732513581543e+11
7.680000000000000000e+02,3.503614927245003052e+11
7.690000000000000000e+02,3.630801451241201782e+11
7.700000000000000000e+02,3.762605039875156250e+11
7.710000000000000000e+02,3.899193299780476074e+11
7.720000000000000000e+02,4.040739921989573975e+11
7.730000000000000000e+02,4.187424902809365234e+11
7.740000000000000000e+02,4.339434772715410767e+11
7.750000000000000000e+02,4.496962833555618896e+11
7.760000000000000000e+02,4.660209404365190430e+11
7.770000000000000000e+02,4.829382076105473022e+11
7.780000000000000000e+02,5.004695975650701904e+11
7.790000000000000000e+02,5.186374039358408203e+11
7.800000000000000000e+02,5.374647296571466064e+11
7.810000000000000000e+02,5.569755163412351074e+11
7.820000000000000000e+02,5.771945747243344727e+11
7.830000000000000000e+02,5.981476162179943848e+11
7.840000000000000000e+02,6.198612856058815918e+11
7.850000000000000000e+02,6.423631949276217041e+11
7.860000000000000000e+02,6.656819585927935791e+11
7.870000000000000000e+02,6.898472297697416992e+11
7.880000000000000000e+02,7.148897380955019531e+11
7.890000000000000000e+02,7.408413287548149414e+11
7.900000000000000000e+02,7.677350029779422607e+11
7.910000000000000000e+02,7.956049600088156738e+11
7.920000000000000000e+02,8.244866405969099121e+11
7.930000000000000000e+02,8.544167720681851807e+11
7.940000000000000000e+02,8.854334150324427490e+11
7.950000000000000000e+02,9.175760117865328369e+11
7.960000000000000000e+02,9.508854364750100098e+11
7.970000000000000000e+02,9.854040470720725098e+11
7.980000000000000000e+02,1.021175739250941528e+12
7.990000000000000000e+02,1.058246002209247070e+12
8.000000000000000000e+02,1.096661976521479614e+12
8.010000000000000000e+02,1.136472514092145264e+12
8.020000000000000000e+02,1.177728240285958496e+12
8.030000000000000000e+02,1.220481618314166504e+12
8.040000000000000000e+02,1.264787015958988525e+12
8.050000000000000000e+02,1.310700774721140869e+12
8.060000000000000000e+02,1.358281281478503662e+12
8.070000000000000000e+02,1.407589042747204346e+12
8.080000000000000000e+02,1.458686761639708008e+12
8.090000000000000000e+02,1.511639417617961914e+12
8.100000000000000000e+02,1.566514349143209717e+12
8.110000000000000000e+02,1.623381339327801514e+12
8.120000000000000000e+02,1.682312704698164062e+12
8.130000000000000000e+02,1.743383387182082275e+12
8.140000000000000000e+02,1.806671049437582520e+12
8.150000000000000000e+02,1.872256173644969238e+12
8.160000000000000000e+02,1.940222163888037354e+12
8.170000000000000000e+02,2.010655452255073242e+12
8.180000000000000000e+02,2.083645608795036621e+12
8.190000000000000000e+02,2.159285455469272949e+12
8.200000000000000000e+02,2.237671184244255859e+12
8.210000000000000000e+02,2.318902479476168457e+12
8.220000000000000000e+02,2.403082644743691895e+12
8.230000000000000000e+02,2.490318734291079590e+12
8.240000000000000000e+02,2.580721689249576172e+12
8.250000000000000000e+02,2.674406478811395020e+12
8.260000000000000000e+02,2.771492246536896484e+12
8.270000000000000000e+02,2.872102461982246094e+12
8.280000000000000000e+02,2.976365077841756836e+12
8.290000000000000000e+02,3.084412692806263184e+12
8.300000000000000000e+02,3.196382720346348145e+12
8.310000000000000000e+02,3.312417563636933594e+12
8.320000000000000000e+02,3.432664796847805176e+12
8.330000000000000000e+02,3.557277353032953613e+12
8.340000000000000000e+02,3.686413718860268555e+12
8.350000000000000000e+02,3.820238136432144043e+12
8.360000000000000000e+02,3.958920812456868164e+12
8.370000000000000000e+02,4.102638135040387695e+12
8.380000000000000000e+02,4.251572898378165527e+12
8.390000000000000000e+02,4.405914535637321289e+12
8.400000000000000000e+02,4.565859360330151367e+12
8.410000000000000000e+02,4.731610816491534180e+12
8.420000000000000000e+02,4.903379737984504883e+12
8.430000000000000000e+02,5.081384617270592773e+12
8.440000000000000000e+02,5.265851883994344727e+12
8.450000000000000000e+02,5.457016193744781250e+12
8.460000000000000000e+02,5.655120727370446289e+12
8.470000000000000000e+02,5.860417501239183594e+12
8.480000000000000000e+02,6.073167688848881836e+12
8.490000000000000000e+02,6.293641954211227539e+12
8.500000000000000000e+02,6.522120797446876953e+12
8.510000000000000000e+02,6.758894913047670898e+12
8.520000000000000000e+02,7.004265561279465820e+12
8.530000000000000000e+02,7.258544953217820312e+12
8.540000000000000000e+02,7.522056649928489258e+12
8.550000000000000000e+02,7.795135976325020508e+12
8.560000000000000000e+02,8.078130450257392578e+12
8.570000000000000000e+02,8.371400227407948242e+12
8.580000000000000000e+02,8.675318562594577148e+12
8.590000000000000000e+02,8.990272288105750000e+12
8.600000000000000000e+02,9.316662309717947266e+12
8.610000000000000000e+02,9.654904121073416016e+12
8.620000000000000000e+02,1.000542833712466211e+13
8.630000000000000000e+02,1.036868124738244141e+13
8.640000000000000000e+02,1.074512538973567578e+13
8.650000000000000000e+02,1.113524014564527539e+13
8.660000000000000000e+02,1.153952235754917383e+13
8.670000000000000000e+02,1.195848696935321680e+13
8.680000000000000000e+02,1.239266769092209180e+13
8.690000000000000000e+02,1.284261768752619336e+13
8.700000000000000000e+02,1.330891029524463867e+13
8.710000000000000000e+02,1.379213976337166602e+13
8.720000000000000000e+02,1.429292202492348047e+13
8.730000000000000000e+02,1.481189549639567773e+13
8.740000000000000000e+02,1.534972190797791602e+13
8.750000000000000000e+02,1.590708716549259570e+13
8.760000000000000000e+02,1.648470224538863086e+13
8.770000000000000000e+02,1.708330412419007422e+13
8.780000000000000000e+02,1.770365674387265234e+13
8.790000000000000000e+02,1.834655201472019922e+13
8.800000000000000000e+02,1.901281085729713672e+13
8.810000000000000000e+02,1.970328428526402734e+13
8.820000000000000000e+02,2.041885453086063281e+13
8.830000000000000000e+02,2.116043621498595312e+13
8.840000000000000000e+02,2.192897756391807031e+13
8.850000000000000000e+02,2.272546167483878125e+13
8.860000000000000000e+02,2.355090783246042969e+13
8.870000000000000000e+02,2.440637287919526172e+13
8.880000000000000000e+02,2.529295264146315234e+13
8.890000000000000000e+02,2.621178341490167188e+13
8.900000000000000000e+02,2.716404351142574609e+13
8.910000000000000000e+02,2.815095487128329297e+13
8.920000000000000000e+02,2.917378474347016406e+13
8.930000000000000000e+02,3.023384743810448047e+13
8.940000000000000000e+02,3.133250615461889844e+13
8.950000000000000000e+02,3.247117488991192969e+13
8.960000000000000000e+02,3.365132043090855469e+13
8.970000000000000000e+02,3.487446443631948047e+13
8.980000000000000000e+02,3.614218561275982812e+13
8.990000000000000000e+02,3.745612199079621094e+13
9.000000000000000000e+02,3.881797330693971875e+13
9.010000000000000000e+02,4.022950349809585156e+13
9.020000000000000000e+02,4.169254331552582031e+13
9.030000000000000000e+02,4.320899306597288281e+13
9.040000000000000000e+02,4.478082548826844531e+13
9.050000000000000000e+02,4.641008877446277344e+13
9.060000000000000000e+02,4.809890974533199219e+13
9.070000000000000000e+02,4.984949719100650781e+13
9.080000000000000000e+02,5.166414538845425000e+13
9.090000000000000000e+02,5.354523780864832812e+13
9.100000000000000000e+02,5.549525102746457031e+13
9.110000000000000000e+02,5.751675885570372656e+13
9.120000000000000000e+02,5.961243670513298438e+13
9.130000000000000000e+02,6.178506620910992969e+13
9.140000000000000000e+02,6.403754011820735156e+13
9.150000000000000000e+02,6.637286749332693750e+13
9.160000000000000000e+02,6.879417922109425000e+13
9.170000000000000000e+02,7.130473387890242188e+13
9.180000000000000000e+02,7.390792397984443750e+13
9.190000000000000000e+02,7.660728263098865625e+13
9.200000000000000000e+02,7.940649064204676562e+13
9.210000000000000000e+02,8.230938412551085938e+13
9.220000000000000000e+02,8.531996263385162500e+13
9.230000000000000000e+02,8.844239788443529688e+13
9.240000000000000000e+02,9.168104312851075000e+13
9.250000000000000000e+02,9.504044322701765625e+13
9.260000000000000000e+02,9.852534550317476562e+13
9.270000000000000000e+02,1.021407114499294531e+14
9.280000000000000000e+02,1.058917293795164688e+14
9.290000000000000000e+02,1.097838281127309219e+14
9.300000000000000000e+02,1.138226918172368281e+14
9.310000000000000000e+02,1.180142761175073906e+14
9.320000000000000000e+02,1.223648256140497969e+14
9.330000000000000000e+02,1.268808929666760000e+14
9.340000000000000000e+02,1.315693597160456250e+14
9.350000000000000000e+02,1.364374590398915625e+14
9.360000000000000000e+02,1.414928006656629062e+14
9.370000000000000000e+02,1.467433981902793438e+14
9.380000000000000000e+02,1.521976990908675000e+14
9.390000000000000000e+02,1.578646177484309688e+14
9.400000000000000000e+02,1.637535718501998125e+14
9.410000000000000000e+02,1.698745225868797500e+14
9.420000000000000000e+02,1.762380191193130312e+14
9.430000000000000000e+02,1.828552478565419688e+14
9.440000000000000000e+02,1.897380871655581250e+14
9.450000000000000000e+02,1.968991682240837500e+14
9.460000000000000000e+02,2.043519428339179062e+14
9.470000000000000000e+02,2.121107591365325312e+14
9.480000000000000000e+02,2.201909463181579688e+14
9.490000000000000000e+02,2.286089095627422812e+14
9.500000000000000000e+02,2.373822367130008438e+14
9.510000000000000000e+02,2.465298183385371250e+14
9.520000000000000000e+02,2.560719831933960938e+14
9.530000000000000000e+02,2.660306513828721250e+14
9.540000000000000000e+02,2.764295079626773125e+14
9.550000000000000000e+02,2.872942001772960625e+14
9.560000000000000000e+02,2.986525621267517500e+14
9.570000000000000000e+02,3.105348713550483125e+14
9.580000000000000000e+02,3.229741427081334375e+14
9.590000000000000000e+02,3.360064658510978125e+14
9.600000000000000000e+02,3.496713941102430625e+14
9.610000000000000000e+02,3.640123938756585625e+14
9.620000000000000000e+02,3.790773657413873125e+14
9.630000000000000000e+02,3.949192509735453125e+14
9.640000000000000000e+02,4.115967399129272500e+14
9.650000000000000000e+02,4.291751027099528750e+14
9.660000000000000000e+02,4.477271675842701875e+14
9.670000000000000000e+02,4.673344779029295000e+14
9.680000000000000000e+02,4.880886671882810625e+14
9.690000000000000000e+02,5.100931012530820625e+14
9.700000000000000000e+02,5.334648497721440000e+14
9.710000000000000000e+02,5.583370667805224375e+14
9.720000000000000000e+02,5.848618822909688750e+14
9.730000000000000000e+02,6.132139374934003750e+14
9.740000000000000000e+02,6.435947367470896250e+14
9.750000000000000000e+02,6.762380449933900000e+14
9.760000000000000000e+02,7.114166354153587500e+14
9.770000000000000000e+02,7.494507981861472500e+14
9.780000000000000000e+02,7.907191705337917500e+14
9.790000000000000000e+02,8.356726617587192500e+14
9.800000000000000000e+02,8.848525562834870000e+14
9.810000000000000000e+02,9.389143338366683750e+14
9.820000000000000000e+02,9.986594299074430000e+14
9.830000000000000000e+02,1.065078205779374625e+15
9.840000000000000000e+02,1.139409032097085500e+15
9.850000000000000000e+02,1.223221005353744500e+15
9.860000000000000000e+02,1.318532113474267750e+15
9.870000000000000000e+02,1.427981938157338500e+15
9.880000000000000000e+02,1.555090706746612000e+15
9.890000000000000000e+02,1.704659642963505250e+15
9.900000000000000000e+02,1.883411525305589500e+15
9.910000000000000000e+02,2.101058280862126500e+15
9.920000000000000000e+02,2.372169270066658500e+15
9.930000000000000000e+02,2.719640952811092500e+15
9.940000000000000000e+02,3.181636213613400500e+15
9.950000000000000000e+02,3.826850867887630500e+15
9.960000000000000000e+02,4.792679915532374000e+15
9.970000000000000000e+02,6.399716284734106000e+15
9.980000000000000000e+02,9.609745780637228000e+15
9.990000000000000000e+02,1.923171167111231600e+16
1.000000000000000000e+03,7.902582871040537185e+22
1.001000000000000000e+03,7.902582871040537185e+22
1.002000000000000000e+03,7.902582871040537185e+22
1.003000000000000000e+03,7.902582871040537185e+22
1.004000000000000000e+03,7.902582871040537185e+22
1.005000000000000000e+03,7.902582871040537185e+22
1.006000000000000000e+03,7.902582871040537185e+22
1.007000000000000000e+03,7.902582871040537185e+22
1.008000000000000000e+03,7.902582871040537185e+22
1.009000000000000000e+03,7.902582871040537185e+22
1.010000000000000000e+03,7.902582871040537185e+22
1.011000000000000000e+03,7.902582871040537185e+22
1.012000000000000000e+03,7.902582871040537185e+22
1.013000000000000000e+03,7.902582871040537185e+22
1.014000000000000000e+03,7.902582871040537185e+22
1.015000000000000000e+03,7.902582871040537185e+22
1.016000000000000000e+03,7.902582871040537185e+22
1.017000000000000000e+03,7.902582871040537185e+22
1.018000000000000000e+03,7.902582871040537185e+22
1.019000000000000000e+03,7.902582871040537185e+22
1.020000000000000000e+03,7.902582871040537185e+22
1.021000000000000000e+03,7.902582871040537185e+22
1.022000000000000000e+03,7.902582871040537185e+22
1.023000000000000000e+03,7.902582871040537185e+22
1.024000000000000000e+03,7.902582871040537185e+22
1.025000000000000000e+03,7.902582871040537185e+22
1.026000000000000000e+03,7.902582871040537185e+22
1.027000000000000000e+03,7.902582871040537185e+22
1.028000000000000000e+03,7.902582871040537185e+22
1.029000000000000000e+03,7.902582871040537185e+22
1.030000000000000000e+03,7.902582871040537185e+22
1.031000000000000000e+03,7.902582871040537185e+22
1.032000000000000000e+03,7.902582871040537185e+22
1.033000000000000000e+03,7.902582871040537185e+22
1.034000000000000000e+03,7.902582871040537185e+22
1.035000000000000000e+03,7.902582871040537185e+22
1.036000000000000000e+03,7.902582871040537185e+22
1.037000000000000000e+03,7.902582871040537185e+22
1.038000000000000000e+03,7.902582871040537185e+22
1.039000000000000000e+03,7.902582871040537185e+22
1.040000000000000000e+03,7.902582871040537185e+22
1.041000000000000000e+03,7.902582871040537185e+22
1.042000000000000000e+03,7.902582871040537185e+22
1.043000000000000000e+03,7.902582871040537185e+22
1.044000000000000000e+03,7.902582871040537185e+22
1.045000000000000000e+03,7.902582871040537185e+22
1.046000000000000000e+03,7.902582871040537185e+22
1.047000000000000000e+03,7.902582871040537185e+22
1.048000000000000000e+03,7.902582871040537185e+22
1.049000000000000000e+03,7.902582871040537185e+22
1.050000000000000000e+03,7.902582871040537185e+22
1.051000000000000000e+03,7.902582871040537185e+22
1.052000000000000000e+03,7.902582871040537185e+22
1.053000000000000000e+03,7.902582871040537185e+22
1.054000000000000000e+03,7.902582871040537185e+22
1.055000000000000000e+03,7.902582871040537185e+22
1.056000000000000000e+03,7.902582871040537185e+22
1.057000000000000000e+03,7.902582871040537185e+22
1.058000000000000000e+03,7.902582871040537185e+22
1.059000000000000000e+03,7.902582871040537185e+22
1.060000000000000000e+03,7.902582871040537185e+22
1.061000000000000000e+03,7.902582871040537185e+22
1.062000000000000000e+03,7.902582871040537185e+22
1.063000000000000000e+03,7.902582871040537185e+22
1.064000000000000000e+03,7.902582871040537185e+22
1.065000000000000000e+03,7.902582871040537185e+22
1.066000000000000000e+03,7.902582871040537185e+22
1.067000000000000000e+03,7.902582871040537185e+22
1.068000000000000000e+03,7.902582871040537185e+22
1.069000000000000000e+03,7.902582871040537185e+22
1.070000000000000000e+03,7.902582871040537185e+22
1.071000000000000000e+03,7.902582871040537185e+22
1.072000000000000000e+03,7.902582871040537185e+22
1.073000000000000000e+03,7.902582871040537185e+22
1.074000000000000000e+03,7.902582871040537185e+22
1.075000000000000000e+03,7.902582871040537185e+22
1.076000000000000000e+03,7.902582871040537185e+22
1.077000000000000000e+03,7.902582871040537185e+22
1.078000000000000000e+03,7.902582871040537185e+22
1.079000000000000000e+03,7.902582871040537185e+22
1.080000000000000000e+03,7.902582871040537185e+22
1.081000000000000000e+03,7.902582871040537185e+22
1.082000000000000000e+03,7.902582871040537185e+22
1.083000000000000000e+03,7.902582871040537185e+22
1.084000000000000000e+03,7.902582871040537185e+22
1.085000000000000000e+03,7.902582871040537185e+22
1.086000000000000000e+03,7.902582871040537185e+22
1.087000000000000000e+03,7.902582871040537185e+22
1.088000000000000000e+03,7.902582871040537185e+22
1.089000000000000000e+03,7.902582871040537185e+22
1.090000000000000000e+03,7.902582871040537185e+22
1.091000000000000000e+03,7.902582871040537185e+22
1.092000000000000000e+03,7.902582871040537185e+22
1.093000000000000000e+03,7.902582871040537185e+22
1.094000000000000000e+03,7.902582871040537185e+22
1.095000000000000000e+03,7.902582871040537185e+22
1.096000000000000000e+03,7.902582871040537185e+22
1.097000000000000000e+03,7.902582871040537185e+22
1.098000000000000000e+03,7.902582871040537185e+22
1.099000000000000000e+03,7.902582871040537185e+22
1.100000000000000000e+03,7.902582871040537185e+22
1.101000000000000000e+03,7.902582871040537185e+22
1.102000000000000000e+03,7.902582871040537185e+22
1.103000000000000000e+03,7.902582871040537185e+22
1.104000000000000000e+03,7.902582871040537185e+22
1.105000000000000000e+03,7.902582871040537185e+22
1.106000000000000000e+03,7.902582871040537185e+22
1.107000000000000000e+03,7.902582871040537185e+22
1.108000000000000000e+03,7.902582871040537185e+22
1.109000000000000000e+03,7.902582871040537185e+22
1.110000000000000000e+03,7.902582871040537185e+22
1.111000000000000000e+03,7.902582871040537185e+22
1.112000000000000000e+03,7.902582871040537185e+22
1.113000000000000000e+03,7.902582871040537185e+22
1.114000000000000000e+03,7.902582871040537185e+22
1.115000000000000000e+03,7.902582871040537185e+22
1.116000000000000000e+03,7.902582871040537185e+22
1.117000000000000000e+03,7.902582871040537185e+22
1.118000000000000000e+03,7.902582871040537185e+22
1.119000000000000000e+03,7.902582871040537185e+22
1.120000000000000000e+03,7.902582871040537185e+22
1.121000000000000000e+03,7.902582871040537185e+22
1.122000000000000000e+03,7.902582871040537185e+22
1.123000000000000000e+03,7.902582871040537185e+22
1.124000000000000000e+03,7.902582871040537185e+22
1.125000000000000000e+03,7.902582871040537185e+22
1.126000000000000000e+03,7.902582871040537185e+22
1.127000000000000000e+03,7.902582871040537185e+22
1.128000000000000000e+03,7.902582871040537185e+22
1.129000000000000000e+03,7.902582871040537185e+22
1.130000000000000000e+03,7.902582871040537185e+22
1.131000000000000000e+03,7.902582871040537185e+22
1.132000000000000000e+03,7.902582871040537185e+22
1.133000000000000000e+03,7.902582871040537185e+22
1.134000000000000000e+03,7.902582871040537185e+22
1.135000000000000000e+03,7.902582871040537185e+22
1.136000000000000000e+03,7.902582871040537185e+22
1.137000000000000000e+03,7.902582871040537185e+22
1.138000000000000000e+03,7.902582871040537185e+22
1.139000000000000000e+03,7.902582871040537185e+22
1.140000000000000000e+03,7.902582871040537185e+22
1.141000000000000000e+03,7.902582871040537185e+22
1.142000000000000000e+03,7.902582871040537185e+22
1.143000000000000000e+03,7.902582871040537185e+22
1.144000000000000000e+03,7.902582871040537185e+22
1.145000000000000000e+03,7.902582871040537185e+22
1.146000000000000000e+03,7.902582871040537185e+22
1.147000000000000000e+03,7.902582871040537185e+22
1.148000000000000000e+03,7.902582871040537185e+22
1.149000000000000000e+03,7.902582871040537185e+22
1.150000000000000000e+03,7.902582871040537185e+22
1.151000000000000000e+03,7.902582871040537185e+22
